
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


load gdsc1
Processing dim 0:   0%|          | 0/916 [00:00<?, ?it/s]Processing dim 0:  11%|█         | 100/916 [01:59<16:15,  1.19s/it]Processing dim 0:  16%|█▋        | 150/916 [10:28<1:03:01,  4.94s/it]epoch:   0 loss:0.699616 auc:0.4602
epoch:   0 loss:0.702231 auc:0.4922
epoch:   0 loss:0.700993 auc:0.5250
epoch:   0 loss:0.701088 auc:0.4424
epoch:   0 loss:0.693135 auc:0.4990
epoch:   0 loss:0.706551 auc:0.3522
epoch:   0 loss:0.699368 auc:0.5353
epoch:   0 loss:0.700497 auc:0.4325
epoch:   0 loss:0.698129 auc:0.6078
epoch:   0 loss:0.705576 auc:0.5294
epoch:   0 loss:0.698832 auc:0.4568
epoch:   0 loss:0.703978 auc:0.4355
epoch:   0 loss:0.693498 auc:0.4518
epoch:   0 loss:0.693307 auc:0.4927
epoch:   0 loss:0.699889 auc:0.4454
epoch:   0 loss:0.701202 auc:0.5897
epoch:   0 loss:0.697948 auc:0.4512
epoch:   0 loss:0.702746 auc:0.5250
epoch:   0 loss:0.702605 auc:0.4728
epoch:   0 loss:0.693104 auc:0.5373
epoch:   0 loss:0.695726 auc:0.5714
epoch:   0 loss:0.691749 auc:0.5722
epoch:   0 loss:0.696865 auc:0.4775
epoch:   0 loss:0.695638 auc:0.4370
epoch:   0 loss:0.695409 auc:0.4631
epoch:   0 loss:0.697486 auc:0.4913
epoch:   0 loss:0.697900 auc:0.5225
epoch:   0 loss:0.699242 auc:0.4726
epoch:   0 loss:0.703030 auc:0.4759
epoch:   0 loss:0.707760 auc:0.5572
epoch:   0 loss:0.709215 auc:0.4263
epoch:   0 loss:0.700934 auc:0.4431
epoch:   0 loss:0.696538 auc:0.4052
epoch:   0 loss:0.699931 auc:0.4604
epoch:   0 loss:0.693443 auc:0.5541
epoch:   0 loss:0.708611 auc:0.5360
epoch:   0 loss:0.704630 auc:0.3633
epoch:   0 loss:0.704504 auc:0.4529
epoch:   0 loss:0.700457 auc:0.5263
epoch:   0 loss:0.700357 auc:0.5115
epoch:   0 loss:0.699024 auc:0.5097
