
CommandNotFoundError: Your shell has not been properly configured to use 'conda activate'.
To initialize your shell, run

    $ conda init <SHELL_NAME>

Currently supported shells are:
  - bash
  - fish
  - tcsh
  - xonsh
  - zsh
  - powershell

See 'conda init --help' for more information and options.

IMPORTANT: You may need to close and restart your shell after running 'conda init'.


load nci
Processing dim 1:   0%|          | 0/1005 [00:00<?, ?it/s]Processing dim 1:  15%|█▍        | 150/1005 [05:36<31:59,  2.25s/it]epoch:   0 loss:0.701505 auc:0.4036
epoch:   0 loss:0.697884 auc:0.5650
epoch:   0 loss:0.704129 auc:0.6417
epoch:   0 loss:0.701820 auc:0.5556
epoch:   0 loss:0.702583 auc:0.3554
epoch:   0 loss:0.701461 auc:0.5293
epoch:   0 loss:0.698733 auc:0.4882
epoch:   0 loss:0.698953 auc:0.5185
epoch:   0 loss:0.696510 auc:0.7163
epoch:   0 loss:0.705002 auc:0.5371
epoch:   0 loss:0.699068 auc:0.3637
epoch:   0 loss:0.700019 auc:0.5455
epoch:   0 loss:0.696193 auc:0.5735
epoch:   0 loss:0.702711 auc:0.4750
epoch:   0 loss:0.702266 auc:0.4677
epoch:   0 loss:0.700434 auc:0.6391
epoch:   0 loss:0.699209 auc:0.4442
epoch:   0 loss:0.699631 auc:0.6288
epoch:   0 loss:0.701658 auc:0.6768
epoch:   0 loss:0.699749 auc:0.3229
epoch:   0 loss:0.701643 auc:0.3904
epoch:   0 loss:0.702944 auc:0.5232
epoch:   0 loss:0.703000 auc:0.3958
epoch:   0 loss:0.702144 auc:0.6109
epoch:   0 loss:0.700270 auc:0.3176
epoch:   0 loss:0.703048 auc:0.4272
epoch:   0 loss:0.702187 auc:0.4910
epoch:   0 loss:0.701991 auc:0.4847
epoch:   0 loss:0.698571 auc:0.3443
epoch:   0 loss:0.696298 auc:0.6585
epoch:   0 loss:0.703284 auc:0.4102
epoch:   0 loss:0.699844 auc:0.5984
epoch:   0 loss:0.703091 auc:0.6089
epoch:   0 loss:0.702588 auc:0.3889
epoch:   0 loss:0.701190 auc:0.4452
epoch:   0 loss:0.700846 auc:0.5402
epoch:   0 loss:0.700028 auc:0.4709
epoch:   0 loss:0.699900 auc:0.5108
epoch:   0 loss:0.696988 auc:0.4082
epoch:   0 loss:0.698755 auc:0.4174
epoch:   0 loss:0.701625 auc:0.2736
epoch:   0 loss:0.699293 auc:0.5029
epoch:   0 loss:0.701730 auc:0.4877
